package,date,tidy_depends,tidy_imports,tidy_suggests,total_tidy,tidy,n_imports,depends,imports,suggests,totalverse,totalverse_pct
rethinker,2017-11-13,FALSE,FALSE,FALSE,0,0,1,NA,rjson,testthat,665,0.038649308380797394
StakeholderAnalysis,2017-11-13,FALSE,FALSE,FALSE,0,0,0,R (≥ 3.2.3),NA,NA,665,0.038649308380797394
ICCbin,2017-11-14,FALSE,FALSE,FALSE,0,0,1,NA,stats,lme4,665,0.038649308380797394
likelihoodExplore,2017-11-14,FALSE,FALSE,FALSE,0,0,2,NA,"lazyeval, plyr",covr,665,0.038649308380797394
oaqc,2017-11-14,FALSE,FALSE,FALSE,0,0,0,R (≥ 3.4),NA,"igraph, knitr, rmarkdown",665,0.038649308380797394
OptimalTiming,2017-11-14,FALSE,FALSE,FALSE,0,0,2,R (≥ 3.0.0),"mstate, survival",NA,665,0.038649308380797394
subsamp,2017-11-14,FALSE,FALSE,FALSE,0,0,0,R (≥ 3.0.1),NA,NA,665,0.038649308380797394
easynls,2017-11-15,FALSE,FALSE,FALSE,0,0,0,R (≥ 3.0.0),NA,NA,665,0.038649308380797394
EurosarcBayes,2017-11-15,TRUE,FALSE,FALSE,1,1,0,"shiny, VGAM, data.table, plyr, methods, clinfun",NA,NA,666,0.0387074276415204
fBonds,2017-11-15,FALSE,FALSE,FALSE,0,0,2,"R (≥ 2.15.1), timeDate, timeSeries, fBasics","graphics, stats",RUnit,666,0.0387074276415204
fRegression,2017-11-15,FALSE,FALSE,FALSE,0,0,7,"R (≥ 2.15.1), timeDate, timeSeries, fBasics","lmtest, mgcv, nnet, polspline, methods, stats, utils","MASS, RUnit",666,0.0387074276415204
fTrading,2017-11-15,FALSE,FALSE,FALSE,0,0,2,"R (≥ 2.15.1), timeDate, timeSeries, fBasics","graphics, stats","methods, RUnit, tcltk",666,0.0387074276415204
IQCC,2017-11-15,FALSE,FALSE,FALSE,0,0,2,"R (≥ 3.4.2), miscTools","qcc, MASS",NA,666,0.0387074276415204
rpicosat,2017-11-15,FALSE,FALSE,FALSE,0,0,0,R (≥ 3.4.0),NA,"testthat, covr",666,0.0387074276415204
dequer,2017-11-16,FALSE,FALSE,FALSE,0,0,0,R (≥ 3.1.0),NA,NA,666,0.0387074276415204
epr,2017-11-16,FALSE,FALSE,FALSE,0,0,2,R (≥ 3.0.0),"car, lme4",NA,666,0.0387074276415204
fAssets,2017-11-16,FALSE,FALSE,FALSE,0,0,10,"R (≥ 2.15.1), timeDate, timeSeries, fBasics","fMultivar, robustbase, MASS, sn, ecodist, mvnormtest, energy, grDevices, graphics, stats","methods, mnormt, RUnit",666,0.0387074276415204
flatr,2017-11-16,TRUE,FALSE,FALSE,1,1,0,"R (≥ 3.4.2), stats, dplyr, tibble, magrittr",NA,testthat,667,0.0387655469022434
fNonlinear,2017-11-16,FALSE,FALSE,FALSE,0,0,2,"R (≥ 2.15.1), timeDate, timeSeries, fBasics","methods, stats","RUnit, tcltk",667,0.0387655469022434
fOptions,2017-11-16,FALSE,FALSE,FALSE,0,0,3,"timeDate, timeSeries, fBasics","graphics, methods, stats","RUnit, tcltk",667,0.0387655469022434
fUnitRoots,2017-11-16,FALSE,FALSE,FALSE,0,0,5,"R (≥ 2.15.1), timeDate, timeSeries, fBasics","urca, graphics, methods, stats, utils",RUnit,667,0.0387655469022434
MixedPsy,2017-11-16,FALSE,FALSE,FALSE,0,0,6,R (≥ 3.1.0),"beepr, boot, brglm, lme4, Matrix, mnormt",NA,667,0.0387655469022434
modest,2017-11-16,FALSE,FALSE,FALSE,0,0,4,NA,"knitr, rhandsontable, shiny, shinyBS",NA,667,0.0387655469022434
Myrrix,2017-11-16,FALSE,FALSE,FALSE,0,0,2,"R (≥ 2.6.0), Myrrixjars","methods, rJava (≥ 0.6-3)",NA,667,0.0387655469022434
Myrrixjars,2017-11-16,FALSE,FALSE,FALSE,0,0,1,R (≥ 2.6.0),rJava (≥ 0.6-3),NA,667,0.0387655469022434
PtProcess,2017-11-16,FALSE,FALSE,FALSE,0,0,0,NA,NA,parallel,667,0.0387655469022434
SequentialDesign,2017-11-16,FALSE,FALSE,FALSE,0,0,2,R (≥ 3.3.1),"Sequential, stats",NA,667,0.0387655469022434
thregI,2017-11-16,FALSE,FALSE,FALSE,0,0,0,"survival, Formula",NA,NA,667,0.0387655469022434
ArchaeoChron,2017-11-17,FALSE,FALSE,FALSE,0,0,5,"R (≥ 2.10), coda, rjags, ArchaeoPhases","stats, utils, graphics, grDevices, Bchron","knitr, rmarkdown",667,0.0387655469022434
fAsianOptions,2017-11-17,FALSE,FALSE,FALSE,0,0,1,"R (≥ 2.15.1), timeDate, timeSeries, fBasics, fOptions",stats,"methods, RUnit",667,0.0387655469022434
fExoticOptions,2017-11-17,FALSE,FALSE,FALSE,0,0,1,"R (≥ 2.15.1), timeDate, timeSeries, fBasics, fOptions",methods,RUnit,667,0.0387655469022434
fExtremes,2017-11-17,FALSE,FALSE,FALSE,0,0,3,"R (≥ 2.15.1), timeDate, timeSeries, fBasics, fGarch","methods, graphics, stats","RUnit, tcltk",667,0.0387655469022434
gamreg,2017-11-17,FALSE,FALSE,FALSE,0,0,4,NA,"glmnet, robustHD, foreach, doParallel",mvtnorm,667,0.0387655469022434
logihist,2017-11-17,TRUE,FALSE,FALSE,1,1,0,ggplot2,NA,popbio,668,0.038823666162966404
mpmcorrelogram,2017-11-17,FALSE,FALSE,FALSE,0,0,0,vegan,NA,NA,668,0.038823666162966404
proPubBills,2017-11-17,FALSE,TRUE,FALSE,1,1,3,NA,"httr, dplyr, stringr","knitr, rmarkdown",669,0.03888178542368941
Relatedness,2017-11-17,FALSE,FALSE,FALSE,0,0,0,NA,NA,NA,669,0.03888178542368941
revgeo,2017-11-17,FALSE,FALSE,FALSE,0,0,2,R (≥ 3.3.2),"RCurl (≥ 1.95), RJSONIO (≥ 1.3-0)",NA,669,0.03888178542368941
RHawkes,2017-11-17,FALSE,FALSE,FALSE,0,0,0,"R (≥ 2.10), IHSEP",NA,NA,669,0.03888178542368941
easyAHP,2017-11-18,FALSE,FALSE,FALSE,0,0,0,NA,NA,NA,669,0.03888178542368941
basad,2017-11-20,FALSE,FALSE,FALSE,0,0,2,NA,"Rcpp, rmutil",NA,669,0.03888178542368941
carx,2017-11-20,FALSE,FALSE,FALSE,0,0,9,R (≥ 1.9.0),"tmvtnorm, mvtnorm, matrixStats, xts, zoo, nlme, grDevices, graphics, stats",NA,669,0.03888178542368941
fImport,2017-11-20,FALSE,FALSE,FALSE,0,0,2,"R (≥ 2.15.1), timeDate, timeSeries","methods, utils",RUnit,669,0.03888178542368941
gcdnet,2017-11-20,FALSE,FALSE,FALSE,0,0,0,"Matrix, methods",NA,NA,669,0.03888178542368941
longROC,2017-11-20,FALSE,FALSE,FALSE,0,0,1,R (≥ 3.1.2),survival,NA,669,0.03888178542368941
epicontacts,2017-11-21,FALSE,TRUE,TRUE,2,1,7,NA,"grDevices, dplyr, igraph, magrittr, visNetwork, threejs, colorspace","outbreaks, testthat, covr, shiny, readr, knitr, rmarkdown",670,0.03893990468441241
multichull,2017-11-21,FALSE,FALSE,FALSE,0,0,0,"igraph, graphics, plotly, shiny, shinythemes, stats",NA,NA,670,0.03893990468441241
ngram,2017-11-21,FALSE,FALSE,FALSE,0,0,1,R (≥ 3.0.0),methods,NA,670,0.03893990468441241
RcppHMM,2017-11-21,FALSE,FALSE,FALSE,0,0,1,NA,Rcpp (≥ 0.12.6),NA,670,0.03893990468441241
RcppTN,2017-11-21,FALSE,FALSE,FALSE,0,0,1,NA,Rcpp,testthat,670,0.03893990468441241
domino,2017-11-22,FALSE,FALSE,FALSE,0,0,2,NA,"utils, grDevices",testthat,670,0.03893990468441241
fpmoutliers,2017-11-22,FALSE,FALSE,FALSE,0,0,10,R (≥ 3.3.0),"pmml, XML, Matrix, R.utils, arules (≥ 1.5-4), foreach, doParallel, parallel, methods, pryr",testthat,670,0.03893990468441241
LCF,2017-11-22,FALSE,FALSE,FALSE,0,0,1,R (≥ 3.2.1),quadprog,NA,670,0.03893990468441241
SELF,2017-11-22,FALSE,FALSE,FALSE,0,0,5,NA,"data.table (≥ 1.10.4), xgboost (≥ 0.6-4), Rcpp (≥ 0.12.10), CompareCausalNetworks (≥ 0.1.0), bnlearn (≥ 4.1.1)",NA,670,0.03893990468441241
adjustedcranlogs,2017-11-23,FALSE,TRUE,FALSE,1,1,5,R (≥ 2.10),"cranlogs, xml2, lubridate, dplyr, rvest",NA,671,0.03899802394513542
CopulaDTA,2017-11-23,FALSE,TRUE,TRUE,2,1,6,"R (≥ 3.4.2), rstan (≥ 2.16.2)","methods, ggplot2 (≥ 2.2.1), plyr (≥ 1.8.4), stats (≥
3.4.2), reshape2 (≥ 1.4.2), grDevices (≥ 3.4.2)","knitr, loo, Rmisc, httr, bayesplot",672,0.03905614320585842
CorporaCoCo,2017-11-23,FALSE,FALSE,FALSE,0,0,5,R (≥ 3.2.0),"methods, stats, data.table (≥ 1.9.6), RColorBrewer, rlist","unittest, stringi, R.rsp",672,0.03905614320585842
distcrete,2017-11-23,FALSE,FALSE,FALSE,0,0,0,NA,NA,"knitr, rmarkdown, testthat",672,0.03905614320585842
IDCard,2017-11-23,FALSE,TRUE,FALSE,1,1,1,NA,stringr,NA,673,0.03911426246658142
powdist,2017-11-23,FALSE,FALSE,FALSE,0,0,4,R (≥ 3.1.0),"stats, rmutil, gamlss.dist, normalp",NA,673,0.03911426246658142
Aoptbdtvc,2017-11-24,FALSE,FALSE,FALSE,0,0,0,"R (≥ 3.4.0), lpSolve, MASS",NA,NA,673,0.03911426246658142
dixon,2017-11-24,FALSE,FALSE,FALSE,0,0,0,"splancs, spatstat",NA,NA,673,0.03911426246658142
galts,2017-11-24,FALSE,FALSE,FALSE,0,0,0,"genalg, DEoptim",NA,NA,673,0.03911426246658142
inferference,2017-11-24,FALSE,FALSE,FALSE,0,0,4,R (≥ 3.1),"numDeriv (≥ 2012.9-1), lme4 (≥ 1.1-6), Formula (≥ 1.1-2), methods","testthat, knitr",673,0.03911426246658142
replicatedpp2w,2017-11-24,FALSE,FALSE,FALSE,0,0,1,spatstat.utils,spatstat,NA,673,0.03911426246658142
tgram,2017-11-24,FALSE,FALSE,FALSE,0,0,0,zoo,NA,NA,673,0.03911426246658142
EKMCMC,2017-11-26,FALSE,FALSE,FALSE,0,0,1,R (≥ 3.4.2),numDeriv,NA,673,0.03911426246658142
shinyaframe,2017-11-26,FALSE,FALSE,TRUE,1,1,3,NA,"shiny, htmlwidgets, htmltools","knitr, rmarkdown, scales, dplyr",674,0.03917238172730443
ceg,2017-11-27,FALSE,FALSE,FALSE,0,0,7,R (≥ 3.2.2),"graph, grDevices, graphics, methods, stats, utils, Rgraphviz",testthat,674,0.03917238172730443
EvolutionaryGames,2017-11-27,FALSE,TRUE,FALSE,1,1,8,NA,"deSolve (≥ 1.14), geometry (≥ 0.3-6), ggplot2 (≥ 2.2.1), grDevices (≥ 3.2.2), interp (≥ 1.0-29), MASS (≥ 7.3-43), reshape2 (≥ 1.4.2), rgl (≥ 0.95.1201)","knitr, rmarkdown",675,0.03923050098802743
odk,2017-11-27,FALSE,FALSE,FALSE,0,0,3,R (≥ 3.4.1),"gsheet, openxlsx, utils",NA,675,0.03923050098802743
Dforest,2017-11-28,FALSE,TRUE,FALSE,1,1,4,R (≥ 3.0),"rpart, ggplot2, methods, stats",NA,676,0.03928862024875043
Sim.PLFN,2017-11-28,FALSE,FALSE,FALSE,0,0,2,NA,"FuzzyNumbers, DISTRIB",NA,676,0.03928862024875043
lmomPi,2017-11-29,TRUE,FALSE,FALSE,1,1,0,"R (≥ 3.0.1), lmom, stringr",NA,"rasterList, lmomRFA, SPEI",677,0.03934673950947344
StrainRanking,2017-11-29,FALSE,FALSE,FALSE,0,0,0,"R (≥ 3.0.0), methods, stats, graphics",NA,NA,677,0.03934673950947344
BatchExperiments,2017-11-30,FALSE,FALSE,FALSE,0,0,8,"R (≥ 3.0.0), BatchJobs (≥ 1.7)","backports, utils, stats, checkmate (≥ 1.8.5), BBmisc (≥
1.11), DBI, RSQLite (≥ 2.0), data.table (≥ 1.9.6)","plyr, randomForest, rpart, testthat",677,0.03934673950947344
npregfast,2017-11-30,FALSE,TRUE,FALSE,1,1,11,R (≥ 3.2.0),"graphics, stats, utils, shiny, doParallel, foreach, mgcv, sfsmisc, shinyjs, wesanderson, ggplot2",gridExtra,678,0.03940485877019644
SASmarkdown,2017-11-30,FALSE,FALSE,FALSE,0,0,1,NA,knitr,NA,678,0.03940485877019644
harrietr,2017-12-01,FALSE,TRUE,TRUE,2,1,7,R (≥ 3.3.0),"ape (≥ 4.1), ggtree (≥ 1.8.1), magrittr (≥ 1.5), lazyeval (≥ 0.2.0), dplyr (≥ 0.7.2), tidyr (≥ 0.7.0), rlang (≥
0.1.2)",ggplot2 (≥ 2.2.1),679,0.03946297803091944
whereport,2017-12-01,FALSE,TRUE,FALSE,1,1,1,R (≥ 3.4.2),dplyr (≥ 0.7.4),"testthat (≥ 1.0.2), covr (≥ 3.0.1)",680,0.03952109729164245
EAinference,2017-12-02,FALSE,FALSE,FALSE,0,0,9,R (≥ 3.2.3),"stats, graphics, msm, mvtnorm, parallel, limSolve, MASS, hdi, Rcpp","knitr, rmarkdown, testthat",680,0.03952109729164245
combiter,2017-12-04,FALSE,FALSE,FALSE,0,0,3,R (≥ 3.1),"iterators, itertools, Rcpp","combinat, foreach, testthat",680,0.03952109729164245
easyVerification,2017-12-04,FALSE,FALSE,FALSE,0,0,2,"R (≥ 3.0), SpecsVerification (≥ 0.5), stats, utils","pbapply, Rcpp (≥ 0.12.9)","testthat, knitr, rmarkdown, parallel, R.rsp, verification",680,0.03952109729164245
GRS.test,2017-12-04,FALSE,FALSE,FALSE,0,0,0,NA,NA,NA,680,0.03952109729164245
mazeGen,2017-12-04,FALSE,FALSE,FALSE,0,0,2,NA,"igraph, grDevices",NA,680,0.03952109729164245
mutoss,2017-12-04,FALSE,FALSE,FALSE,0,0,4,"R (≥ 2.10.0), mvtnorm","plotrix, multtest (≥ 2.2.0), multcomp (≥ 1.1-0), methods","fdrtool, qvalue, testthat, lattice",680,0.03952109729164245
mutossGUI,2017-12-04,FALSE,FALSE,FALSE,0,0,4,"R (≥ 2.8.0), mutoss (≥ 0.1-6), multcomp, plotrix","rJava (≥ 0.8-0), JavaGD (≥ 0.5-2), CommonJavaJars (≥
1.0.5), JGR",NA,680,0.03952109729164245
networkGen,2017-12-04,FALSE,FALSE,FALSE,0,0,3,NA,"igraph, mgcv, stats",NA,680,0.03952109729164245
CaDENCE,2017-12-05,FALSE,FALSE,FALSE,0,0,0,pso,NA,boot,680,0.03952109729164245
monmlp,2017-12-05,FALSE,FALSE,FALSE,0,0,0,optimx,NA,NA,680,0.03952109729164245
plotrr,2017-12-05,FALSE,TRUE,FALSE,1,1,3,NA,"ggplot2, dplyr, stats","knitr, rmarkdown",681,0.03957921655236545
R2BayesX,2017-12-05,FALSE,FALSE,FALSE,0,0,1,"R (≥ 2.13.0), BayesXsrc, colorspace, mgcv",methods,"akima, coda, maps, maptools, MBA, parallel, shapefiles, sp, spdep, splines, rgdal, spData",681,0.03957921655236545
scatr,2017-12-05,FALSE,TRUE,FALSE,1,1,6,R (≥ 3.2),"jmvcore (≥ 0.8.0), R6, ggplot2, cowplot, ggstance, ggridges",NA,682,0.03963733581308846
CPMCGLM,2017-12-06,FALSE,FALSE,FALSE,0,0,0,"R (≥ 2.10.0), mvtnorm, plyr, abind",NA,NA,682,0.03963733581308846
gTests,2017-12-06,FALSE,FALSE,FALSE,0,0,1,R (≥ 3.0.1),ade4,NA,682,0.03963733581308846
Inventorymodel,2017-12-06,FALSE,FALSE,FALSE,0,0,0,"R (≥ 2.15.0), e1071, GameTheoryAllocation",NA,NA,682,0.03963733581308846
ISM,2017-12-06,FALSE,FALSE,FALSE,0,0,0,"xlsx, rJava, xlsxjars",NA,NA,682,0.03963733581308846
LassoSIR,2017-12-06,FALSE,FALSE,FALSE,0,0,3,NA,"glmnet, graphics, stats",NA,682,0.03963733581308846
PSLM2015,2017-12-06,FALSE,TRUE,FALSE,1,1,3,R (≥ 2.10.0),"magrittr , dplyr , ggplot2",NA,683,0.03969545507381146
TriMatch,2017-12-06,TRUE,FALSE,FALSE,1,1,7,"ggplot2, scales, reshape2, ez, R (≥ 3.0)","psych, stats, PSAgraphics, compiler, grid, gridExtra, randomForest","MASS, xtable",684,0.03975357433453446
controlTest,2017-12-07,FALSE,FALSE,FALSE,0,0,3,NA,"survival (≥ 2.41), graphics (≥ 3.4.0), stats (≥ 3.4.0)",NA,684,0.03975357433453446
DOBAD,2017-12-07,FALSE,FALSE,FALSE,0,0,3,numDeriv,"methods, lattice, Matrix","gtools, MCMCpack, functional",684,0.03975357433453446
snowflakes,2017-12-08,FALSE,FALSE,FALSE,0,0,0,R (≥ 3.1.0),NA,"knitr, rmarkdown",684,0.03975357433453446
xray,2017-12-08,FALSE,TRUE,FALSE,1,1,6,R (≥ 3.4.0),"dplyr (≥ 0.7.0), scales, foreach, ggplot2, grid, lubridate",NA,685,0.03981169359525747
dynCorr,2017-12-10,FALSE,FALSE,FALSE,0,0,0,"lpridge, R (≥ 2.10), stats",NA,"knitr, rmarkdown",685,0.03981169359525747
ESTER,2017-12-10,FALSE,TRUE,FALSE,1,1,10,R (≥ 3.3.0),"brms, lme4, dplyr, magrittr, tidyr, ggplot2, rlang, foreach, doParallel, cowplot","knitr, rmarkdown",686,0.03986981285598047
phylotools,2017-12-10,FALSE,FALSE,FALSE,0,0,0,ape,NA,vegan,686,0.03986981285598047
refset,2017-12-10,FALSE,FALSE,FALSE,0,0,0,NA,NA,"knitr, rmarkdown, testthat",686,0.03986981285598047
ECharts2Shiny,2017-12-11,FALSE,TRUE,FALSE,1,1,2,NA,"shiny, jsonlite","knitr, rmarkdown",687,0.03992793211670347
fitteR,2017-12-11,FALSE,TRUE,FALSE,1,1,8,"R (≥ 3.3.0), methods","stats, utils, DT, shiny, dplyr, maxLik, R.utils, tools","actuar, ald, benchden, BiasedUrn, bridgedist, Davies, DiscreteInverseWeibull, DiscreteLaplace, DiscreteWeibull, emdbook, emg, EnvStats, evd, evir, ExtDist, extremefit, FAdist, FatTailsR, fBasics, fExtremes, flexsurv, gambin, gb, GenBinomApps, GeneralizedHyperbolic, gld, GLDEX, glogis, GSM, hermite, HyperbolicDist, ihs, KScorrect, loglognorm, marg, mc2d, minimax, msm, nCDunnett, NormalLaplace, normalp, ParetoPosStable, PearsonDS, poistweedie, polyaAeppli, qmap, QRM, ReIns, reliaR, Renext, revdbayes, RMKdiscrete, RMTstat, sadists, skellam, SkewHyperbolic, skewt, SMR, sn, stabledist, STAR, statmod, trapezoid, triangle, truncnorm, VarianceGamma",688,0.03998605137742648
OpenMPController,2017-12-11,FALSE,FALSE,FALSE,0,0,0,R (≥ 3.4.1),NA,NA,688,0.03998605137742648
snplist,2017-12-11,FALSE,FALSE,FALSE,0,0,4,"R (≥ 3.0.0), RSQLite (≥ 1.1)","biomaRt (≥ 2.16.0), Rcpp (≥ 0.10.5), R.utils (≥ 1.27.1), DBI (≥ 0.3.1)",knitr,688,0.03998605137742648
survivalMPL,2017-12-11,FALSE,FALSE,FALSE,0,0,0,"R (≥ 3.3.3), survival, stats, MASS",NA,NA,688,0.03998605137742648
control,2017-12-12,FALSE,FALSE,FALSE,0,0,6,NA,"pracma, expm, signal, Matrix, graphics, stats",testthat,688,0.03998605137742648
mazealls,2017-12-12,FALSE,FALSE,FALSE,0,0,1,R (≥ 3.0.2),TurtleGraphics,"testthat, knitr",688,0.03998605137742648
secrlinear,2017-12-12,FALSE,FALSE,FALSE,0,0,5,"R (≥ 3.0.0), secr (≥ 3.0.1), sp, igraph","parallel, maptools, MASS, methods, rgdal","knitr, rgeos, secrdesign",688,0.03998605137742648
sets,2017-12-12,FALSE,FALSE,FALSE,0,0,4,R (≥ 2.7.0),"graphics, grDevices, stats, utils",proxy,688,0.03998605137742648
binaryLogic,2017-12-13,FALSE,FALSE,FALSE,0,0,0,R (≥ 3.0.2),NA,testthat,688,0.03998605137742648
hysteresis,2017-12-13,FALSE,FALSE,FALSE,0,0,0,"car, msm, MASS",NA,knitr,688,0.03998605137742648
POPdemog,2017-12-13,FALSE,FALSE,FALSE,0,0,0,NA,NA,"knitr, maps, rmarkdown",688,0.03998605137742648
PooledMeanGroup,2017-12-14,FALSE,FALSE,FALSE,0,0,0,R (≥ 3.2.3),NA,NA,688,0.03998605137742648
spAddins,2017-12-14,FALSE,TRUE,FALSE,1,1,4,R (≥ 3.2),"rstudioapi, magrittr, stringr, purrr","knitr, rmarkdown, rebus",689,0.04004417063814948
sRDA,2017-12-14,FALSE,FALSE,FALSE,0,0,0,"R (≥ 2.7), Matrix, doParallel, elasticnet, foreach, mvtnorm",NA,NA,689,0.04004417063814948
submax,2017-12-14,FALSE,FALSE,FALSE,0,0,3,NA,"stats, mvtnorm, sensitivityfull",NA,689,0.04004417063814948
BisRNA,2017-12-15,FALSE,FALSE,FALSE,0,0,4,R (≥ 3.3.2),"MASS, graphics, stats, utils","IHW, testthat",689,0.04004417063814948
cit,2017-12-15,FALSE,FALSE,FALSE,0,0,0,NA,NA,NA,689,0.04004417063814948
GMAC,2017-12-15,FALSE,FALSE,FALSE,0,0,0,parallel,NA,NA,689,0.04004417063814948
irtoys,2017-12-15,FALSE,FALSE,FALSE,0,0,0,"sm, ltm",NA,"MASS, knitr",689,0.04004417063814948
quantregRanger,2017-12-15,FALSE,FALSE,FALSE,0,0,2,"R (≥ 3.0.2), stats","Rcpp (≥ 0.12.2), ranger",testthat,689,0.04004417063814948
gofastr,2017-12-16,FALSE,FALSE,FALSE,0,0,6,R (≥ 3.2.2),"data.table (≥ 1.9.5), quanteda, slam, SnowballC, stats, tm",testthat,689,0.04004417063814948
CoClust,2017-12-17,FALSE,FALSE,FALSE,0,0,1,"R (≥ 2.15.1), methods, copula",gtools,NA,689,0.04004417063814948
FreeSortR,2017-12-17,FALSE,FALSE,FALSE,0,0,0,"R (≥ 3.1), methods, smacof, vegan, ellipse",NA,NA,689,0.04004417063814948
mlapi,2017-12-17,FALSE,FALSE,FALSE,0,0,2,methods,"R6 (≥ 2.2.1), Matrix (≥ 1.1)",knitr,689,0.04004417063814948
SegCorr,2017-12-17,FALSE,FALSE,FALSE,0,0,0,"jointseg, methods",NA,NA,689,0.04004417063814948
stringformattr,2017-12-17,FALSE,TRUE,FALSE,1,1,1,NA,stringr,NA,690,0.04010228989887249
SyncRNG,2017-12-17,FALSE,FALSE,FALSE,0,0,1,R (≥ 3.0.0),methods,testthat,690,0.04010228989887249
adephylo,2017-12-18,FALSE,FALSE,FALSE,0,0,3,"methods, ade4 (≥ 1.7-10)","phylobase, ape, adegenet",NA,690,0.04010228989887249
Canopy,2017-12-18,FALSE,FALSE,FALSE,0,0,4,"R (≥ 3.4), ape, fields, pheatmap, scatterplot3d","grDevices, graphics, stats, utils",NA,690,0.04010228989887249
kimisc,2017-12-18,FALSE,FALSE,FALSE,0,0,3,NA,"memoise, plyr, pryr",testthat (≥ 0.10.0),690,0.04010228989887249
SpatialBall,2017-12-18,FALSE,TRUE,FALSE,1,1,5,R (≥ 2.10),"dplyr, hexbin, ggplot2, lubridate, RColorBrewer","knitr, rmarkdown",691,0.04016040915959549
GeDS,2017-12-19,FALSE,FALSE,FALSE,0,0,0,"R (≥ 3.0.1), Rcpp (≥ 0.12.1), splines, stats, utils, Matrix, methods, Rmpfr",NA,NA,691,0.04016040915959549
PathSelectMP,2017-12-19,FALSE,FALSE,FALSE,0,0,2,R (≥ 3.1.2),"mice, MplusAutomation",NA,691,0.04016040915959549
quantregForest,2017-12-19,FALSE,FALSE,FALSE,0,0,2,"randomForest, RColorBrewer","stats, parallel","gss, knitr, rmarkdown",691,0.04016040915959549
rhmmer,2017-12-19,FALSE,TRUE,FALSE,1,1,5,R (≥ 3.4.0),"magrittr, readr, dplyr, tidyr, rlang","testthat, covr",692,0.04021852842031849
datoramar,2017-12-20,FALSE,TRUE,FALSE,1,1,3,NA,"httr, jsonlite, tibble",NA,693,0.0402766476810415
kgc,2017-12-20,FALSE,FALSE,FALSE,0,0,0,"R (≥ 3.3.2), shiny, shinythemes, plyr",NA,"knitr, rmarkdown, testthat",693,0.0402766476810415
nparACT,2017-12-20,FALSE,TRUE,FALSE,1,1,5,NA,"ggplot2, grid, stringr, zoo, tools",NA,694,0.0403347669417645
OGI,2017-12-20,FALSE,FALSE,FALSE,0,0,4,NA,"lpSolve (≥ 5.6.13), stats (≥ 3.3.3), graphics (≥ 3.3.3), methods (≥ 3.3.3)","ade4 (≥ 1.7.8), bnlearn (≥ 4.2), testthat (≥ 1.0.2)",694,0.0403347669417645
SimCop,2017-12-20,FALSE,FALSE,FALSE,0,0,4,R (≥ 3.4.0),"grDevices, graphics, quadprog, stats",NA,694,0.0403347669417645
widgetframe,2017-12-20,FALSE,TRUE,FALSE,1,1,5,"R (≥ 3.1.0), htmlwidgets","htmltools, purrr, magrittr, utils, tools","knitr, rmarkdown",695,0.0403928862024875
BullsEyeR,2017-12-21,FALSE,FALSE,FALSE,0,0,0,"tm, NLP, topicmodels, Matrix, slam",NA,NA,695,0.0403928862024875
fdcov,2017-12-21,FALSE,FALSE,FALSE,0,0,3,R (≥ 3.2.0),"stats, matlab, corrplot","fds, knitr",695,0.0403928862024875
grapherator,2017-12-21,FALSE,TRUE,TRUE,2,1,8,NA,"BBmisc (≥ 1.6), checkmate (≥ 1.1), reshape2 (≥ 1.4.1), vegan, ggplot2 (≥ 1.0.0), lhs, deldir, grDevices","testthat (≥ 0.9.1), knitr, rmarkdown, gridExtra, magrittr",696,0.04045100546321051
PBIBD,2017-12-21,FALSE,FALSE,FALSE,0,0,0,NA,NA,NA,696,0.04045100546321051
samplesizeCMH,2017-12-21,FALSE,FALSE,FALSE,0,0,1,R (≥ 3.4.0),stats,"knitr, rmarkdown, DescTools, datasets, testthat",696,0.04045100546321051
sparseEigen,2017-12-21,FALSE,FALSE,FALSE,0,0,0,R (≥ 3.4.0),NA,"knitr, MASS, rmarkdown, testthat",696,0.04045100546321051
swatches,2017-12-21,FALSE,TRUE,FALSE,1,1,10,R (≥ 3.2.0),"httr, pack, stringr, xml2, tools, colorspace, grDevices, graphics, methods, stats","testthat, covr",697,0.04050912472393351
TrioSGL,2017-12-21,FALSE,FALSE,FALSE,0,0,0,NA,NA,NA,697,0.04050912472393351
conformalClassification,2017-12-22,FALSE,FALSE,FALSE,0,0,0,"graphics, stats, randomForest, parallel, foreach, doParallel, mlbench",NA,NA,697,0.04050912472393351
pKSEA,2017-12-22,FALSE,FALSE,FALSE,0,0,0,R (≥ 3.3.0),NA,NA,697,0.04050912472393351
addreg,2017-12-23,FALSE,FALSE,FALSE,0,0,4,R (≥ 3.0.1),"splines, combinat, glm2, turboEM",NA,697,0.04050912472393351
CytobankBridgeR,2017-12-23,FALSE,FALSE,FALSE,0,0,0,"CytobankAPI (≥ 1.0.0), stats",NA,rmarkdown,697,0.04050912472393351
Biolinv,2018-01-03,FALSE,FALSE,FALSE,0,0,7,R (≥ 3.2.4),"raster (≥ 2.5-2), fields (≥ 8.3-6), spatstat (≥ 1.48-0), sp (≥ 1.2-4), grDevices (≥ 3.3.2), stats (≥ 3.3.2), classInt (≥ 0.1-23)",NA,697,0.04050912472393351
discgolf,2018-01-03,FALSE,TRUE,FALSE,1,1,3,NA,"crul (≥ 0.4.0), jsonlite, xml2",testthat,698,0.04056724398465651
ExtremeBounds,2018-01-03,FALSE,FALSE,FALSE,0,0,5,NA,"Formula, graphics, methods, stats, utils",NA,698,0.04056724398465651
