State,Congressional District,Active Loans,Average Borrower Gross Income,Very Low Income,Low Income,Moderate Income,Average Debt Ratio,"American Indian/
Alaskan Native",Asian,"Black/
African-America",Hawaiian/Pacific Islander,White,Hispanic,Married,Average No of Depend,Average Hshld Size,First Time Home Buyer,Average Borrower Age,Disability,PUD,Condo,Coop,Unknown  HSG Proj Type,Detached Structure,Attached Structure,Unknown Stucture,Manufactured Homes,Average Living Area (Square Ft),Average Request Amount,Average Loan Amount,Average LTV,Average Appraised Value
TN,03,"4,440","50,169.84",102,905,"3,384",0,8,11,71,4,"4,348",81,"2,190",0.6,2,"3,696",37,18,76,5,3,"4,356","4,292",20,128,1,"1,422","119,027.43","118,301.49",0.98,"121,190.25"
TN,04,"6,830","49,465.95",136,"1,518","5,040",0,13,37,279,2,"6,477",186,"3,201",0.6,1.8,"5,221",37,35,196,3,7,"6,624","6,405",53,372,1,"1,497","119,882.17","118,779.86",0.99,"121,247.07"
TN,05,"1,622","51,456.87",41,419,"1,120",0,3,4,35,2,"1,572",26,700,0.5,1.7,"1,254",37,7,33,18,9,"1,562","1,491",30,101,0,"1,435","131,021.51","129,594.43",0.98,"133,963.29"
TN,06,"8,028","49,868.14",165,"1,835","5,891",0,18,10,197,7,"7,765",158,"3,806",0.6,1.9,"6,164",37,48,480,21,10,"7,517","7,510",77,441,0,"1,494","123,282.74","122,322.46",0.99,"124,707.77"
TN,07,"4,112","46,993.10",124,989,"2,938",0,6,16,213,5,"3,875",45,"1,908",0.6,1.9,"3,273",37,39,109,6,6,"3,991","3,860",34,218,0,"1,483","103,638.62","103,031.89",0.97,"106,356.94"
TN,08,"6,033","47,937.87",143,"1,299","4,448",0,6,12,664,5,"5,356",89,"2,673",0.6,1.8,"4,801",37,28,159,3,25,"5,846","5,627",18,388,0,"1,597","107,874.55","106,747.28",0.98,"109,827.76"
TN,09,372,"48,135.87",12,96,227,0,0,1,140,0,231,6,136,0.5,1.5,294,40,3,38,0,0,334,317,0,55,0,"1,729","125,475.54","121,273.45",0.98,"127,276.01"
TX,01,"2,113","54,046.36",19,250,"1,834",0,21,9,181,6,"1,911",189,"1,095",1,2.6,"1,801",38,14,154,0,0,"1,959","2,067",24,22,0,"1,609","118,866.78","118,671.38",0.99,"119,711.82"
TX,02,28,"62,368.14",1,2,25,0,0,0,1,0,27,6,12,1.1,2.6,27,35,0,22,0,0,6,28,0,0,0,"1,679","148,988.54","148,988.54",1.00,"149,714.29"
TX,03,750,"64,976.16",9,84,657,0,7,19,95,1,635,128,389,1,2.6,681,39,2,617,0,0,133,737,5,8,0,"1,888","158,142.41","158,175.07",1.00,"157,387.83"
TX,04,"3,545","55,844.77",83,510,"2,922",0,24,25,260,10,"3,236",448,"1,822",1,2.5,"3,033",38,26,882,4,3,"2,656","3,321",146,78,2,"1,714","121,553.14","121,223.65",0.99,"122,296.58"
TX,05,"2,408","55,559.51",46,308,"2,021",0,19,18,274,7,"2,100",293,"1,163",1,2.5,"2,032",39,17,739,0,4,"1,665","2,289",37,82,0,"1,727","118,737.23","118,260.29",0.99,"119,455.27"
TX,06,"1,317","59,935.78",21,176,"1,094",0,9,13,218,2,"1,080",197,635,1,2.5,"1,104",39,6,450,1,0,866,"1,262",9,46,0,"1,783","137,742.64","136,729.74",1.00,"137,189.01"
TX,07,8,"47,663.00",0,6,2,0,0,0,3,0,5,0,6,1.8,3.4,7,41,0,6,0,0,2,8,0,0,0,"1,813","144,255.88","144,289.70",1.01,"142,875.00"
TX,08,"1,435","57,928.57",15,163,"1,231",0,9,10,85,5,"1,329",167,642,1,2.5,"1,244",38,7,911,3,0,521,"1,331",65,39,0,"1,700","138,279.92","137,039.51",0.99,"138,500.16"
TX,09,145,"56,404.30",0,23,122,0,0,1,114,0,30,17,34,0.9,2.1,138,40,0,131,0,0,14,138,7,0,1,"2,118","152,391.58","152,524.64",1.01,"151,195.66"
TX,10,"2,117","57,600.91",71,358,"1,632",0,25,50,311,3,"1,732",595,908,0.8,2.3,"1,864",40,14,"1,434",15,1,667,"2,008",41,68,3,"1,694","142,262.82","140,804.24",1.00,"141,994.00"
TX,11,"2,009","51,292.58",48,366,"1,580",0,11,9,58,2,"1,932",403,994,0.9,2.5,"1,687",38,12,242,1,1,"1,765","1,925",47,37,0,"1,556","104,232.60","104,010.47",0.99,"105,553.51"
TX,12,817,"58,038.31",19,135,657,0,9,6,41,1,762,89,393,0.9,2.5,697,39,5,290,0,0,527,797,7,13,0,"1,688","131,658.10","131,313.69",1.00,"131,364.12"
TX,13,"1,767","50,764.03",80,313,"1,363",0,5,9,17,1,"1,726",450,890,1,2.6,"1,492",37,7,20,2,0,"1,745","1,674",27,66,0,"1,550","95,200.74","94,862.98",0.99,"96,171.75"
TX,14,789,"62,018.45",13,103,640,0,3,8,147,3,626,143,334,0.9,2.3,711,38,2,372,0,0,417,712,30,47,0,"1,682","135,933.79","132,826.43",1.00,"135,835.44"
TX,15,585,"56,010.66",7,80,492,0,3,9,47,2,521,266,279,1.1,2.6,504,39,2,315,0,0,270,558,14,13,0,"1,804","141,233.39","140,595.33",1.00,"141,866.84"
TX,16,812,"49,931.41",15,103,692,0,0,2,7,0,800,745,401,1.3,2.8,767,38,1,22,0,1,789,691,116,5,1,"1,579","133,333.42","133,331.63",1.00,"133,982.88"
TX,17,"1,382","54,348.85",36,188,"1,140",0,5,12,124,4,"1,237",244,626,1,2.5,"1,188",39,6,298,20,1,"1,063","1,271",81,30,0,"1,629","121,566.92","121,265.70",0.99,"122,707.54"
TX,18,4,"75,312.00",0,0,3,0,0,0,0,0,4,1,1,0.8,2,3,31,0,3,0,0,1,3,0,1,0,"2,167","198,505.00","171,628.75",1.01,"196,500.00"
TX,19,"1,302","49,880.54",21,191,"1,083",0,3,2,19,2,"1,274",483,690,1.1,2.6,"1,116",37,8,9,0,1,"1,292","1,144",123,35,0,"1,619","93,964.01","93,692.64",0.98,"95,877.64"
TX,20,723,"60,014.59",5,60,657,0,3,10,43,3,665,399,291,1,2.5,640,36,2,665,0,1,57,717,5,1,1,"1,945","166,016.10","165,979.77",1.01,"165,307.18"
TX,21,"1,116","63,201.78",8,86,"1,014",0,7,17,33,5,"1,055",291,555,0.9,2.5,916,39,5,691,3,1,421,"1,095",10,11,1,"1,777","171,292.11","170,746.78",1.00,"171,628.08"
TX,22,662,"60,184.82",5,97,555,0,4,23,202,2,429,167,284,0.9,2.4,622,41,5,560,0,1,101,624,33,5,1,"1,861","154,323.05","153,709.52",1.01,"153,468.96"
TX,23,"2,789","52,138.52",62,441,"2,277",0,14,38,108,8,"2,617","2,010","1,279",1,2.6,"2,521",38,14,"1,510",0,1,"1,278","2,517",243,29,1,"1,647","136,918.77","136,859.95",1.00,"137,142.35"
TX,24,14,"58,366.29",1,1,12,0,0,0,2,0,12,2,7,1.1,2.6,13,39,0,8,0,0,6,13,0,1,0,"1,828","155,997.79","155,909.16",1.01,"154,464.29"
TX,25,"1,522","57,082.90",44,213,"1,223",0,11,17,43,1,"1,452",188,789,1,2.5,"1,245",39,4,319,10,1,"1,192","1,451",21,50,0,"1,612","127,129.35","126,188.68",0.99,"128,181.02"
TX,26,"2,367","61,843.73",43,245,"2,061",0,14,31,332,8,"1,993",323,"1,086",0.9,2.4,"2,031",39,12,"1,608",0,1,758,"2,320",26,21,0,"1,901","156,624.58","156,325.78",1.00,"155,997.63"
TX,27,899,"54,937.80",12,121,731,0,6,18,27,4,832,314,438,1,2.5,765,40,4,155,4,0,740,812,26,61,1,"1,487","114,813.20","112,419.90",0.99,"116,125.65"
TX,28,741,"54,586.41",12,102,627,0,3,5,78,1,656,423,329,1,2.4,670,38,4,325,0,1,415,715,21,5,0,"1,707","133,236.81","133,332.47",0.99,"134,498.41"
TX,29,4,"55,624.00",0,0,4,0,0,0,0,0,4,2,3,0.5,2,3,36,0,3,0,0,1,4,0,0,0,"1,672","165,636.50","165,636.50",1.01,"163,237.50"
TX,30,50,"55,823.15",3,4,41,0,0,2,28,0,20,8,20,1,2.2,44,39,0,18,0,0,32,45,1,4,0,"1,737","128,197.90","126,555.70",1.01,"127,352.08"
TX,31,"3,572","61,582.22",96,503,"2,892",0,36,65,284,14,"3,178",791,"1,721",0.9,2.4,"2,991",40,23,"2,300",1,2,"1,269","3,442",42,88,0,"1,745","150,964.18","149,651.26",1.00,"150,714.69"
TX,32,168,"59,078.17",3,24,141,0,0,3,32,3,131,19,82,0.9,2.6,137,41,0,85,0,0,83,159,9,0,0,"1,905","146,620.41","146,577.03",1.00,"146,569.70"
TX,33,1,"68,136.00",0,0,1,0,0,0,0,0,1,1,1,3,5,1,32,0,1,0,0,0,1,0,0,0,"1,805","175,025.00","175,025.00",0.99,"177,000.00"
TX,34,398,"47,939.62",5,70,303,0,3,16,4,0,362,275,185,1.2,2.6,349,40,1,16,0,0,382,346,22,30,0,"1,462","100,743.86","99,100.06",0.98,"102,874.14"
TX,35,"2,784","59,536.33",76,439,"2,222",0,21,42,178,9,"2,530","1,210","1,136",0.8,2.3,"2,445",39,13,"2,094",156,0,534,"2,687",43,54,1,"1,697","152,766.59","151,835.13",1.00,"152,045.24"
TX,36,"1,390","56,443.83",14,140,"1,219",0,12,8,74,0,"1,298",164,664,1,2.5,"1,231",37,11,402,0,1,987,"1,347",16,27,0,"1,628","118,362.05","117,652.65",1.00,"118,747.76"
UT,01,"3,574","56,646.68",69,918,"2,538",0,27,14,7,11,"3,518",215,"2,539",1.3,3,"2,531",35,12,370,31,0,"3,173","3,128",327,119,0,"1,351","167,115.18","165,935.58",0.95,"161,829.81"
UT,02,"4,288","54,817.53",148,"1,258","2,829",0,18,19,14,15,"4,228",223,"2,860",1.3,3,"3,191",37,28,430,47,4,"3,807","3,860",293,135,1,"1,388","155,701.04","154,860.97",0.94,"149,524.97"
UT,03,"1,635","59,317.31",38,412,"1,176",0,12,1,3,8,"1,613",83,"1,210",1.5,3.3,"1,253",36,4,168,25,1,"1,441","1,466",141,28,1,"1,392","179,058.23","178,568.12",0.96,"173,193.21"
UT,04,"2,900","62,373.47",35,683,"2,176",0,10,23,11,25,"2,841",132,"2,372",1.6,3.5,"2,098",35,7,"1,019",251,2,"1,628","2,355",531,14,1,"1,553","201,821.29","201,722.75",0.96,"193,264.83"
VA,01,"2,569","62,491.08",99,672,"1,755",0,10,14,321,4,"2,228",98,"1,008",0.7,2.1,"2,217",37,10,794,79,0,"1,696","2,161",321,87,1,"1,513","184,561.36","182,933.02",0.98,"188,480.65"
VA,02,181,"48,010.14",8,43,127,0,0,1,50,0,132,7,65,0.8,2.2,165,38,2,13,1,0,167,158,5,18,0,"1,491","131,543.41","130,031.62",0.96,"136,409.34"
VA,03,251,"59,817.22",10,59,181,0,0,0,62,2,187,2,79,0.6,2.1,212,37,0,18,0,0,233,250,0,1,0,"1,743","175,069.60","174,641.09",0.98,"179,449.88"
VA,04,"1,530","57,160.64",54,443,997,0,1,5,270,1,"1,258",27,576,0.7,2.1,"1,310",37,9,98,33,0,"1,399","1,425",51,54,2,"1,589","161,047.31","159,058.32",0.97,"165,402.16"
VA,05,"4,913","52,527.34",198,"1,289","3,367",0,10,24,607,5,"4,273",86,"2,026",0.7,2.2,"4,071",38,19,574,34,0,"4,305","4,409",312,192,3,"1,404","143,906.42","143,019.44",0.97,"147,129.02"
VA,06,"5,561","52,329.86",186,"1,428","3,888",0,9,22,255,10,"5,270",227,"2,259",0.7,2.2,"4,656",37,15,441,39,1,"5,080","4,937",404,220,1,"1,326","146,867.78","146,139.83",0.97,"149,858.29"
VA,07,"2,774","62,503.51",113,795,"1,785",0,14,14,281,8,"2,465",108,"1,161",0.7,2.1,"2,307",37,8,820,13,0,"1,941","2,414",208,152,1,"1,555","187,782.76","185,088.41",0.98,"192,021.35"
VA,08,3,"50,844.00",0,2,1,0,0,0,0,0,3,0,0,0,1.3,2,33,0,0,0,0,3,3,0,0,0,"1,451","158,843.33","158,843.33",0.98,"162,333.33"
VA,09,"5,397","47,089.97",279,"1,627","3,434",0,6,9,232,6,"5,155",50,"2,447",0.6,2,"4,480",38,52,124,11,1,"5,261","4,993",165,239,9,"1,347","110,874.61","110,379.31",0.97,"113,467.52"
VA,10,"1,404","63,032.60",37,304,"1,044",0,3,35,88,12,"1,277",97,500,0.7,2.1,"1,196",37,4,516,195,1,692,863,509,32,0,"1,493","202,965.21","201,494.22",0.98,"205,922.88"
VA,11,3,"87,696.00",0,0,3,0,0,0,1,0,2,0,0,0.3,1,2,42,0,1,1,0,1,1,2,0,0,"2,107","324,485.67","324,485.67",1.00,"325,433.33"
VI,01,4,"61,644.00",0,0,4,0,0,0,4,0,0,0,2,1.3,2.5,4,54,0,1,0,0,3,3,1,0,0,"1,327","136,114.50","136,114.50",0.95,"143,750.00"
VI,02,1,,0,0,0,,0,0,1,0,0,0,1,0,0,0,,0,0,0,0,1,0,0,1,0,,,"92,500.00",,
VI,98,34,"59,317.56",0,0,32,0,0,0,30,0,3,6,12,0.9,2.1,31,41,0,3,1,0,30,16,4,14,0,"1,253","139,506.69","135,772.47",0.90,"152,467.66"
VI,,157,"41,473.79",0,0,105,0,0,4,142,0,9,7,53,0.4,0.7,101,52,0,36,1,0,120,41,7,109,0,"1,136","97,991.30","89,557.43",0.75,"142,485.71"
VT,00,"3,619","59,745.58",43,343,"3,156",0,16,10,15,2,"3,583",39,"1,488",0.5,1.7,"3,129",36,20,64,251,0,"3,304","3,182",287,150,2,"1,330","157,972.42","156,070.41",0.98,"160,220.91"
WA,01,"2,698","67,075.70",42,238,"2,361",0,18,33,19,16,"2,623",160,"1,418",0.9,2.5,"2,261",38,8,568,147,0,"1,983","2,519",98,81,0,"1,471","219,389.73","217,628.03",0.99,"219,237.09"
WA,02,"1,954","64,320.89",42,204,"1,684",0,13,34,24,19,"1,876",106,877,0.8,2.4,"1,654",39,10,582,271,2,"1,099","1,755",157,42,1,"1,421","203,697.30","202,759.88",0.99,"203,835.49"
WA,03,"2,735","60,087.63",44,334,"2,315",0,32,16,10,13,"2,677",101,"1,462",1,2.7,"2,288",38,29,356,3,0,"2,376","2,643",39,53,3,"1,585","184,256.46","183,075.72",0.99,"185,744.27"
WA,04,"3,198","54,931.26",77,498,"2,603",0,32,20,26,7,"3,118","1,069","1,563",1.1,2.8,"2,782",37,10,215,2,1,"2,980","3,110",26,62,0,"1,484","154,217.25","153,827.64",1.00,"153,633.85"
WA,05,"1,042","54,124.41",39,170,822,0,7,12,7,4,"1,020",42,563,1.2,2.8,840,39,8,88,15,0,939,985,20,37,0,"1,338","156,043.13","155,243.44",0.99,"156,205.31"
WA,06,"3,039","59,012.62",55,360,"2,608",0,34,57,31,50,"2,901",99,"1,297",0.8,2.3,"2,597",38,22,720,43,0,"2,276","2,917",90,32,4,"1,421","184,502.01","184,055.50",0.99,"186,190.57"
WA,07,9,"59,597.33",0,2,7,0,0,0,0,0,9,2,6,1.3,3,5,49,0,2,0,0,7,9,0,0,0,"1,322","199,768.89","199,768.89",0.98,"203,852.22"
WA,08,"2,557","65,262.55",35,237,"2,276",0,27,33,40,29,"2,442",154,"1,170",1,2.6,"2,221",37,9,930,62,0,"1,565","2,459",76,22,0,"1,612","211,919.11","211,794.65",1.00,"211,430.70"
WA,09,6,"74,856.00",0,1,4,0,0,0,0,0,6,1,4,0.8,2.7,4,44,0,2,0,0,4,5,0,1,0,"1,875","278,474.20","263,444.45",1.00,"276,438.80"
WA,10,"1,386","60,703.88",23,180,"1,167",0,17,20,38,25,"1,300",71,612,0.9,2.4,"1,188",39,13,506,33,0,847,"1,332",24,30,2,"1,582","185,911.51","185,031.63",0.99,"186,838.79"
WI,00,1,"30,161.00",1,0,0,0,0,0,0,0,1,0,0,0,2,0,26,0,0,0,0,1,1,0,0,0,0,"80,920.00","80,920.00",0.00,0.00
WI,01,"1,576","59,591.53",31,253,"1,264",0,5,5,6,2,"1,559",73,675,0.7,2.2,"1,256",37,5,39,40,0,"1,497","1,444",73,59,0,"1,348","145,702.16","144,623.53",0.97,"145,268.19"
WI,02,"2,967","58,961.22",91,534,"2,299",0,12,18,20,2,"2,922",59,"1,241",0.6,2.1,"2,295",37,12,8,110,1,"2,848","2,624",159,184,0,"1,348","138,916.66","138,183.84",0.97,"139,201.89"
WI,03,"3,392","51,670.56",123,780,"2,439",0,8,18,10,4,"3,355",31,"1,369",0.7,2.2,"2,588",37,22,13,14,0,"3,365","3,107",62,223,0,"1,353","111,308.24","110,601.61",0.97,"112,242.90"
WI,05,"1,678","58,847.97",28,266,"1,362",0,4,8,11,2,"1,657",46,702,0.7,2.1,"1,242",37,5,22,79,0,"1,577","1,474",147,57,0,"1,402","145,777.20","144,942.22",0.96,"146,098.64"
WI,06,"2,841","53,420.95",88,599,"2,112",0,1,7,9,2,"2,823",65,"1,038",0.6,2,"2,226",37,14,6,46,2,"2,787","2,590",123,128,0,"1,390","115,510.98","114,948.71",0.96,"116,747.32"
WI,07,"6,236","51,235.34",376,"1,458","4,271",0,31,22,7,12,"6,177",65,"2,233",0.7,2.2,"4,742",37,32,88,53,1,"6,094","5,711",204,321,1,"1,306","112,843.45","111,649.32",0.97,"113,104.18"
WI,08,"2,553","50,744.01",137,544,"1,853",0,26,8,2,4,"2,518",33,829,0.7,2.1,"2,017",35,14,2,9,0,"2,542","2,450",28,75,1,"1,405","105,915.65","105,646.34",0.96,"106,480.10"
WP,01,733,"56,584.65",35,149,493,0,26,188,7,465,46,9,490,0.8,1.9,639,41,0,36,76,0,621,340,77,316,0,"1,186","145,942.88","145,517.82",0.96,"152,463.67"
WP,98,44,"64,541.39",0,4,40,0,0,14,0,29,1,1,29,1.7,3.2,28,37,0,2,8,0,34,36,8,0,0,"1,246","178,576.82","178,576.82",0.95,"182,234.09"
WP,,49,"59,258.13",8,9,32,0,0,26,0,18,5,0,28,1.6,3.3,47,48,0,32,12,0,5,36,11,2,0,"1,291","165,370.41","165,370.41",0.98,"170,241.51"
WV,01,"2,771","49,668.15",83,473,"2,175",0,5,6,18,3,"2,737",29,"1,137",0.6,2.1,"2,352",36,11,229,3,0,"2,539","2,423",145,203,0,"1,358","105,763.11","104,947.90",0.97,"107,804.96"
WV,02,"7,259","55,526.84",243,"1,483","5,458",0,16,51,326,13,"6,860",171,"2,802",0.6,2.1,"6,018",37,36,"2,647",5,2,"4,605","5,726","1,122",411,0,"1,524","140,783.08","140,003.24",0.98,"143,616.72"
WV,03,"2,298","47,553.46",42,344,"1,892",0,1,5,42,4,"2,249",15,"1,085",0.7,2.1,"1,943",37,24,33,3,0,"2,262","2,144",21,133,0,"1,418","98,276.31","97,791.53",0.98,"101,012.13"
WV,06,1,"47,592.00",0,0,1,0,0,0,0,0,1,0,0,0,1,1,32,0,0,0,0,1,1,0,0,0,"1,008","133,265.00","133,265.00",0.99,"135,000.00"
WV,15,1,"53,250.00",0,0,1,0,0,0,0,0,1,0,1,2,4,0,,0,0,0,0,1,1,0,0,0,"1,279","136,500.00","136,500.00",1.00,"136,500.00"
WY,00,"7,734","62,336.98",312,"2,032","5,300",0,40,26,22,10,"7,632",330,"3,528",1,2.4,"6,039",36,19,240,20,6,"7,468","6,889",640,205,11,"1,307","176,987.60","175,693.22",0.99,"176,880.19"
